IVAN,Ivanhoe Capital Acquisition Corp. Class A Ordinary Shares,,,
IVC,Invacare Corporation Common Stock,,,
IVH,Ivy High Income Opportunities Fund Common Shares of Beneficial Interest,,,
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,,,
IVR^A,Invesco Mortgage Capital Inc. Pfd Ser A,,,
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,,,
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,,,
IVZ,Invesco Ltd Common Stock,,,
IX,Orix Corp Ads Common Stock,,,
J,Jacobs Engineering Group Inc. Common Stock,,,
JAX,J. Alexander's Holdings Inc. Common Stock,,,
JBGS,JBG SMITH Properties Common Shares ,,,
JBL,Jabil Inc. Common Stock,,,
JBT,John Bean Technologies Corporation Common Stock,,,
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,,,
JCI,Johnson Controls International plc Ordinary Share,,,
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest,,,
JDD,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest,,,
JE,Just Energy Group Inc. Ordinary Shares (Canada),,,
JEF,Jefferies Financial Group Inc. Common Stock,,,
JELD,JELD-WEN Holding Inc. Common Stock,,,
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share,,,
JEQ,Aberdeen Japan Equity Fund Inc.  Common Stock,,,
JFR,Nuveen Floating Rate Income Fund Common Stock,,,
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,,,
JHAA,Nuveen Corporate Income 2023 Target Term Fund,,,
JHB,Nuveen Corporate Income November 2021 Target Term Fund,,,
JHG,Janus Henderson Group plc Ordinary Shares,,,
JHI,John Hancock Investors Trust Common Stock,,,
JHS,John Hancock Income Securities Trust Common Stock,,,
JHX,James Hardie Industries plc American Depositary Shares (Ireland),,,
JIH,Juniper Industrial Holdings Inc. Class A Common Stock,,,
JILL,J. Jill Inc. Common Stock,,,
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),,,
JLL,Jones Lang LaSalle Incorporated Common Stock,,,
JLS,Nuveen Mortgage and Income Fund,,,
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,,,
JMM,Nuveen Multi-Market Income Fund (MA),,,
JMP,JMP Group LLC Common Shares,,,
JNJ,Johnson & Johnson Common Stock,,,
JNPR,Juniper Networks Inc. Common Stock,,,
JOE,St. Joe Company (The) Common Stock,,,
JOF,Japan Smaller Capitalization Fund Inc Common Stock,,,
JP,Jupai Holdings Limited American Depositary Shares each representing six ordinary shares,,,
JPC,Nuveen Preferred & Income Opportunities Fund,,,
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,,,
JPM,JP Morgan Chase & Co. Common Stock,,,
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE,,,
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD,,,
JPM^G,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.10% Non-Cumulative Preferred Stock Series AA,,,
JPM^H,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.15% Non-Cumulative Preferred Stock Series BB,,,
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,,,
JPS,Nuveen Preferred & Income Securities Fund,,,
JPT,Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest,,,
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,,,
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,,,
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,,,
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,,,
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,,,
JT,Jianpu Technology Inc. American depositary shares,,,
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest,,,
JTD,Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest,,,
JW/A,John Wiley & Sons Inc.,,,
JW/B,John Wiley & Sons Inc.,,,
JWN,Nordstrom Inc. Common Stock,,,
JWS,Jaws Acquisition Corp. Class A Ordinary Shares,,,
K,Kellogg Company Common Stock,,,
KAI,Kadant Inc Common Stock,,,
KAMN,Kaman Corporation Common Stock,,,
KAR,KAR Auction Services Inc Common Stock,,,
KB,KB Financial Group Inc,,,
KBH,KB Home Common Stock,,,
KBR,KBR Inc. Common Stock,,,
KEN,Kenon Holdings Ltd. Ordinary Shares,,,
KEP,Korea Electric Power Corporation Common Stock,,,
KEX,Kirby Corporation Common Stock,,,
KEY,KeyCorp Common Stock,,,
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,,,
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,,,
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,,,
KEYS,Keysight Technologies Inc. Common Stock,,,
KF,Korea Fund Inc. (The) New Common Stock,,,
KFS,Kingsway Financial Services Inc. Common Stock (DE),,,
KFY,Korn Ferry Common Stock,,,
KGC,Kinross Gold Corporation Common Stock,,,
KIM,Kimco Realty Corporation Common Stock,,,
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,,,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,,,
KIO,KKR Income Opportunities Fund Common Shares,,,
KKR,KKR & Co. Inc. Common Stock,,,
KKR^A,KKR & Co. Inc. 6.75% Series A Preferred Stock,,,
KKR^B,KKR & Co. Inc. 6.50% Series B Preferred Stock,,,
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,,,
KL,Kirkland Lake Gold Ltd. Common Shares,,,
KMB,Kimberly-Clark Corporation Common Stock,,,
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,,,
KMI,Kinder Morgan Inc. Common Stock,,,
KMPR,Kemper Corporation,,,
KMT,Kennametal Inc. Common Stock,,,
KMX,CarMax Inc,,,
KN,Knowles Corporation Common Stock,,,
KNL,Knoll Inc. Common Stock,,,
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,,,
KNX,Knight-Swift Transportation Holdings Inc.,,,
KO,Coca-Cola Company (The) Common Stock,,,
KODK,Eastman Kodak Company Common New,,,
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),,,
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,,,
KOS,Kosmos Energy Ltd. Common Shares (DE),,,
KR,Kroger Company (The) Common Stock,,,
KRA,Kraton Corporation Common Stock,,,
KRC,Kilroy Realty Corporation Common Stock,,,
KREF,KKR Real Estate Finance Trust Inc. Common Stock,,,
KRG,Kite Realty Group Trust Common Stock,,,
KRO,Kronos Worldwide Inc Common Stock,,,
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,,,
KSM,DWS Strategic Municipal Income Trust,,,
KSS,Kohl's Corporation Common Stock,,,
KSU,Kansas City Southern Common Stock,,,
KSU^,Kansas City Southern Preferred Stock,,,
KT,KT Corporation Common Stock,,,
KTB,Kontoor Brands Inc. Common Stock ,,,
KTF,DWS Municipal Income Trust,,,
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,,,
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),,,
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,,,
KW,Kennedy-Wilson Holdings Inc. Common Stock,,,
KWAC,Kingswood Acquisition Corp. Class A Common Stock,,,
KWR,Quaker Chemical Corporation Common Stock,,,
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,,,
L,Loews Corporation Common Stock,,,
LAC,Lithium Americas Corp. Common Shares,,,
LAD,Lithia Motors Inc. Common Stock,,,
LADR,Ladder Capital Corp Class A Common Stock,,,
LAIX,LAIX Inc. American Depositary Shares each  representing one Class A Ordinary Share,,,
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,,,
LB,L Brands Inc.,,,
LBRT,Liberty Oilfield Services Inc. Class A Common Stock,,,
LC,LendingClub Corporation Common Stock,,,
LCI,Lannett Co Inc Common Stock,,,
LCII,LCI Industries,,,
LDI,loanDepot Inc. Class A Common Stock,,,
LDL,Lydall Inc. Common Stock,,,
LDOS,Leidos Holdings Inc. Common Stock,,,
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,,,
LEA,Lear Corporation Common Stock,,,
LEAF,Leaf Group Ltd. Common Stock,,,
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,,,
LEE,Lee Enterprises Incorporated Common Stock,,,
LEG,Leggett & Platt Incorporated Common Stock,,,
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share,,,
LEN,Lennar Corporation Class A Common Stock,,,
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,,,
LEVI,Levi Strauss & Co Class A Common Stock,,,
LFC,China Life Insurance Company Limited American Depositary Shares,,,
LFT,Lument Finance Trust Inc. Common Stock,,,
LGI,Lazard Global Total Return and Income Fund Common Stock,,,
LH,Laboratory Corporation of America Holdings Common Stock,,,
LHC,Leo Holdings Corp. II Class A Ordinary Shares,,,
LHX,L3Harris Technologies Inc. Common Stock,,,
LII,Lennox International Inc. Common Stock,,,
LIN,Linde plc Ordinary Share,,,
LINX,Linx S.A. American Depositary Shares each representing one common share,,,
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,,,
LL,Lumber Liquidators Holdings Inc Common Stock,,,
LLY,Eli Lilly and Company Common Stock,,,
LMND,Lemonade Inc. Common Stock,,,
LMT,Lockheed Martin Corporation Common Stock,,,
LNC,Lincoln National Corporation Common Stock,,,
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),,,
LNFA,L&amp;F Acquisition Corp. Class A Ordinary Shares,,,
LNN,Lindsay Corporation Common Stock,,,
LOKB,Live Oak Acquisition Corp. II Class A Common Stock,,,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,,,
LOW,Lowe's Companies Inc. Common Stock,,,
LPG,Dorian LPG Ltd. Common Stock,,,
LPI,Laredo Petroleum Inc. Common Stock,,,
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,,,
LPX,Louisiana-Pacific Corporation Common Stock,,,
LRN,Stride Inc. Common Stock,,,
LSI,Life Storage Inc. Common Stock,,,
LSPD,Lightspeed POS Inc. Subordinate Voting Shares,,,
LTC,LTC Properties Inc. Common Stock,,,
LTHM,Livent Corporation Common Stock,,,
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,,,
LUB,Luby's Inc. Common Stock,,,
LUMN,Lumen Technologies Inc. Common Stock,,,
LUV,Southwest Airlines Company Common Stock,,,
LVS,Las Vegas Sands Corp. Common Stock,,,
LW,Lamb Weston Holdings Inc. Common Stock ,,,
LXP,Lexington Realty Trust Common Stock,,,
LXP^C,Lexington Realty Trust  Preferred Conv. Series C,,,
LXU,LSB Industries Inc. Common Stock,,,
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),,,
LYG,Lloyds Banking Group Plc American Depositary Shares,,,
LYV,Live Nation Entertainment Inc. Common Stock,,,
LZB,La-Z-Boy Incorporated Common Stock,,,
M,Macy's Inc Common Stock,,,
MA,Mastercard Incorporated Common Stock,,,
MAA,Mid-America Apartment Communities Inc. Common Stock,,,
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,,,
MAC,Macerich Company (The) Common Stock,,,
MAIN,Main Street Capital Corporation Common Stock,,,
MAN,ManpowerGroup Common Stock,,,
MANU,Manchester United Ltd. Class A Ordinary Shares,,,
MAS,Masco Corporation Common Stock,,,
MATX,Matson Inc. Common Stock,,,
MAV,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest,,,
MAX,MediaAlpha Inc. Class A Common Stock,,,
MAXR,Maxar Technologies Inc.,,,
MBI,MBIA Inc. Common Stock,,,
MBT,Mobile TeleSystems PJSC,,,
MC,Moelis & Company Class A Common Stock,,,
MCA,Blackrock MuniYield California Quality Fund Inc. Common Stock,,,
MCB,Metropolitan Bank Holding Corp. Common Stock,,,
MCD,McDonald's Corporation Common Stock,,,
MCI,Barings Corporate Investors Common Stock,,,
MCK,McKesson Corporation Common Stock,,,
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,,,
MCO,Moody's Corporation Common Stock,,,
MCR,MFS Charter Income Trust Common Stock,,,
MCS,Marcus Corporation (The) Common Stock,,,
MCY,Mercury General Corporation Common Stock,,,
MD,Mednax Inc. Common Stock,,,
MDC,M.D.C. Holdings Inc. Common Stock,,,
MDLA,Medallia Inc. Common Stock,,,
MDLQ,Medley LLC 7.25% Notes due 2024,,,
MDLX,Medley LLC 6.875% Senior Notes due 2026,,,
MDLY,Medley Management Inc. Class A Common Stock,,,
MDP,Meredith Corporation Common Stock,,,
MDT,Medtronic plc. Ordinary Shares,,,
MDU,MDU Resources Group Inc. Common Stock (Holding Company),,,
MEC,Mayville Engineering Company Inc. Common Stock,,,
MED,MEDIFAST INC Common Stock,,,
MEG,Montrose Environmental Group Inc. Common Stock,,,
MEI,Methode Electronics Inc. Common Stock,,,
MEN,Blackrock MuniEnhanced Fund Inc Common Stock,,,
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,,,
MET,MetLife Inc. Common Stock,,,
MET^A,MetLife Inc. Preferred Series A Floating Rate,,,
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,,,
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,,,
MFA,MFA Financial Inc.,,,
MFA^B,MFA Financial Inc. Preferred Series B,,,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,
MFC,Manulife Financial Corporation Common Stock,,,
MFD,Macquarie First Trust Global Common Stock,,,
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),,,
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,,,
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,,,
MFM,MFS Municipal Income Trust Common Stock,,,
MFT,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest,,,
MFV,MFS Special Value Trust Common Stock,,,
MG,Mistras Group Inc Common Stock,,,
MGA,Magna International Inc. Common Stock,,,
MGF,MFS Government Markets Income Trust Common Stock,,,
MGM,MGM Resorts International Common Stock,,,
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,,,
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,,,
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,,,
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,,,
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,,,
MH^A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),,,
MH^C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,,,
MH^D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,,,
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,,,
MHE,BlackRock Massachusetts Tax-Exempt Trust,,,
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,,,
MHI,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest,,,
MHK,Mohawk Industries Inc. Common Stock,,,
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,,,
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,,,
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,,,
MHO,M/I Homes Inc. Common Stock,,,
MIC,Macquarie Infrastructure Corporation Common Stock,,,
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc. Common Stock,,,
MIN,MFS Intermediate Income Trust Common Stock,,,
MITT,AG Mortgage Investment Trust Inc. Common Stock,,,
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,,,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,,,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,,,
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,,,
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,,,
MKC,McCormick & Company Incorporated Common Stock,,,
MKL,Markel Corporation Common Stock,,,
MLI,Mueller Industries Inc. Common Stock,,,
MLM,Martin Marietta Materials Inc. Common Stock,,,
MLP,Maui Land & Pineapple Company Inc. Common Stock,,,
MLR,Miller Industries Inc. Common Stock,,,
MMC,Marsh & McLennan Companies Inc. Common Stock,,,
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,,,
MMI,Marcus & Millichap Inc. Common Stock,,,
MMM,3M Company Common Stock,,,
MMP,Magellan Midstream Partners L.P. Limited Partnership,,,
MMS,Maximus Inc. Common Stock,,,
MMT,MFS Multimarket Income Trust Common Stock,,,
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,,,
MN,Manning & Napier Inc. Class A Common Stock,,,
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,,,
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,,,
MNR^C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,,,
MNRL,Brigham Minerals Inc. Class A Common Stock,,,
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,,,
MO,Altria Group Inc.,,,
MOD,Modine Manufacturing Company Common Stock,,,
MODN,Model N Inc. Common Stock,,,
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),,,
MOH,Molina Healthcare Inc Common Stock,,,
MOS,Mosaic Company (The) Common Stock,,,
MOTV,Motive Capital Corp Class A Ordinary Shares,,,
MOV,Movado Group Inc. Common Stock,,,
MP,MP Materials Corp. Common Stock,,,
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,,,
MPC,Marathon Petroleum Corporation Common Stock,,,
MPLN,MultiPlan Corporation Class A Common Stock,,,
MPLX,MPLX LP Common Units Representing Limited Partner Interests,,,
MPV,Barings Participation Investors Common Stock,,,
MPW,Medical Properties Trust Inc. common stock,,,
MPX,Marine Products Corporation Common Stock,,,
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,,,
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,,,
MRC,MRC Global Inc. Common Stock,,,
MRK,Merck & Company Inc. Common Stock (new),,,
MRO,Marathon Oil Corporation Common Stock,,,
MS,Morgan Stanley Common Stock,,,
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,,,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,,,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,,,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),,,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,,,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,,,
MSA,MSA Safety Incorporated Common Stock,,,
MSB,Mesabi Trust Common Stock,,,
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,,,
MSCI,MSCI Inc Common Stock,,,
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,,,
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock ,,,
MSGN,MSG Networks Inc. Common Stock,,,
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),,,
MSI,Motorola Solutions Inc. Common Stock,,,
MSM,MSC Industrial Direct Company Inc. Common Stock,,,
MSP,Datto Holding Corp. Common Stock,,,
MT,Arcelor Mittal NY Registry Shares NEW,,,
MTB,M&T Bank Corporation Common Stock,,,
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,,,
MTD,Mettler-Toledo International Inc. Common Stock,,,
MTDR,Matador Resources Company Common Stock,,,
MTG,MGIC Investment Corporation Common Stock,,,
MTH,Meritage Homes Corporation Common Stock,,,
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares),,,
MTL^,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),,,
MTN,Vail Resorts Inc. Common Stock,,,
MTOR,Meritor Inc. Common Stock,,,
MTR,Mesa Royalty Trust Common Stock,,,
MTRN,Materion Corporation,,,
MTT,Western Asset Municipal Defined Opportunity Trust Inc Common Stock,,,
MTW,Manitowoc Company Inc. (The) Common Stock,,,
MTX,Minerals Technologies Inc. Common Stock,,,
MTZ,MasTec Inc. Common Stock,,,
MUA,Blackrock MuniAssets Fund Inc Common Stock,,,
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,,,
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,,,
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,,,
MUI,Blackrock Muni Intermediate Duration Fund Inc Common Stock,,,
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,,,
MUR,Murphy Oil Corporation Common Stock,,,
MUSA,Murphy USA Inc. Common Stock,,,
MUX,McEwen Mining Inc. Common Stock,,,
MVF,Blackrock MuniVest Fund Inc. Common Stock,,,
MVO,MV Oil Trust Units of Beneficial Interests,,,
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,,,
MWA,MUELLER WATER PRODUCTS Common Stock,,,
MX,Magnachip Semiconductor Corporation Common Stock,,,
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,,,
MXF,Mexico Fund Inc. (The) Common Stock,,,
MXL,MaxLinear Inc. Common Stock,,,
MYC,Blackrock MuniYield California Fund Inc. Common Stock,,,
MYD,Blackrock MuniYield Fund Inc.  Common Stock,,,
MYE,Myers Industries Inc. Common Stock,,,
MYF,Blackrock MuniYield Investment Fund Common Stock,,,
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,,,
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock,,,
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,,,
MYOV,Myovant Sciences Ltd. Common Shares,,,
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,,,
MZA,Blackrock MuniYield Arizona Fund Inc. Common Stock,,,
NAC,Nuveen California Quality Municipal Income Fund,,,
NAD,Nuveen Quality Municipal Income Fund Common Stock,,,
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,,,
NAPA,The Duckhorn Portfolio Inc. Common Stock,,,
NAT,Nordic American Tankers Limited Common Stock,,,
NAV,Navistar International Corporation Common Stock,,,
NAV^D,Navistar International Corporation Preferred Stock,,,
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,,,
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,,,
NBHC,National Bank Holdings Corporation Common Stock,,,
NBR,Nabors Industries Ltd.,,,
NBR^A,Nabors Industries Ltd. 6.00% Mandatory Convertible Preferred Shares Series A,,,
NC,NACCO Industries Inc. Common Stock,,,
NCA,Nuveen California Municipal Value Fund,,,
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,,,
NCR,NCR Corporation Common Stock,,,
NCV,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,,,
NCV^A,Virtus AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,,,
NCZ,Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,,,
NCZ^A,Virtus AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,,,
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,,,
NDP,Tortoise Energy Independence Fund Inc. Common Stock,,,
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,,,
NEE,NextEra Energy Inc. Common Stock,,,
NEE^K,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,,,
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,,,
NEE^O,NextEra Energy Inc. 4.872% Corporate Units,,,
NEE^P,NextEra Energy Inc. 5.279% Corporate Units,,,
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units,,,
NEM,Newmont Corporation,,,
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,,,
NET,Cloudflare Inc. Class A Common Stock,,,
NETI,Eneti Inc. Common Stock,,,
NEU,NewMarket Corp Common Stock,,,
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,,,
NEW,Puxin Limited American Depositary Shares each representing two Ordinary Shares,,,
NEWR,New Relic Inc. Common Stock,,,
NEX,NexTier Oilfield Solutions Inc. Common Stock,,,
NEXA,Nexa Resources S.A. Common Shares,,,
NFG,National Fuel Gas Company Common Stock,,,
NFH,New Frontier Health Corporation Ordinary Shares,,,
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,,,
NGA,Northern Genesis Acquisition Corp. Common Stock,,,
NGAB,Northern Genesis Acquisition Corp. II Common Stock,,,
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,,,
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,,,
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,,,
NGS,Natural Gas Services Group Inc. Common Stock,,,
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,,,
NGVT,Ingevity Corporation Common Stock ,,,
NHF,NexPoint Strategic Opportunities Fund,,,
NHF^A,NexPoint Strategic Opportunities Fund 5.50% Series A Cumulative Preferred Shares,,,
NHI,National Health Investors Inc. Common Stock,,,
NI,NiSource Inc Common Stock,,,
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,,,
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,,,
NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,,,
NIM,Nuveen Select Maturities Municipal Fund Common Stock,,,
NINE,Nine Energy Service Inc. Common Stock,,,
